,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,year,month,day,Data Value
16957,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,410.0,Rockaways,Winter 2017-18,2017,12,1,7.0
8148,375,Nitrogen dioxide (NO2),Mean,ppb,CD,110.0,Central Harlem (CD10),Summer 2018,2018,6,1,16.9
5526,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,107.0,Hunts Point - Mott Haven,Annual Average 2014,2013,12,1,21.1
1526,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,208.0,Canarsie - Flatlands,Winter 2021-22,2021,12,1,6.4
238,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,209.0,Bensonhurst - Bay Ridge,Annual Average 2015,2015,1,1,8.1
17137,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,403.0,Jackson Heights (CD3),Winter 2020-21,2020,12,1,6.7
172,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,403.0,Jackson Heights (CD3),Annual Average 2017,2017,1,1,7.2
17395,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,107.0,Upper West Side (CD7),2005,2005,1,1,5.5
298,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,105.0,Crotona -Tremont,Winter 2021-22,2021,12,1,7.3
11486,386,Ozone (O3),Mean,ppb,CD,112.0,Washington Heights and Inwood (CD12),Summer 2015,2015,6,1,29.0
8645,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,407.0,Southwest Queens,2009-2011,2009,1,1,29.8
16193,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,404406.0,Bayside Little Neck-Fresh Meadows,Winter 2012-13,2012,12,1,9.5
13795,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,5.0,Staten Island,Summer 2011,2011,6,1,11.1
3333,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,3.0,Manhattan,Summer 2012,2012,6,1,25.8
3531,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201.0,Greenpoint,Annual Average 2014,2013,12,1,22.4
545,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,4.0,Queens,Summer 2021,2021,6,1,8.1
10753,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",Borough,1.0,Bronx,2005-2007,2005,1,1,122.3
14006,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,306308.0,Chelsea-Village,Summer 2021,2021,6,1,10.4
17826,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,207.0,East Flatbush - Flatbush,Annual Average 2022,2022,1,1,15.0
9814,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,408.0,Hillcrest and Fresh Meadows (CD8),Summer 2018,2018,6,1,8.1
11110,639,Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",UHF42,209.0,Bensonhurst - Bay Ridge,2005-2007,2005,1,1,73.4
1934,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,206.0,Borough Park,2017-2019,2017,1,1,10.0
17932,375,Nitrogen dioxide (NO2),Mean,ppb,CD,404.0,Elmhurst and Corona (CD4),Winter 2008-09,2008,12,1,32.2
6728,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,306.0,Chelsea - Clinton,Summer 2021,2021,6,1,10.4
2930,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,104.0,Pelham - Throgs Neck,Summer 2013,2013,6,1,10.3
6090,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,208.0,Canarsie - Flatlands,Winter 2011-12,2011,12,1,20.3
17848,651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",Borough,2.0,Brooklyn,2009-2011,2009,1,1,20.6
2710,386,Ozone (O3),Mean,ppb,CD,412.0,Jamaica and Hollis (CD12),Summer 2011,2011,6,1,33.0
15712,386,Ozone (O3),Mean,ppb,UHF42,208.0,Canarsie - Flatlands,Summer 2020,2020,6,1,30.4
11759,651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",Borough,4.0,Queens,2017-2019,2017,1,1,8.0
1832,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,302.0,Fort Greene and Brooklyn Heights (CD2),Summer 2011,2011,6,1,12.2
1520,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,313.0,Coney Island (CD13),Annual Average 2020,2020,1,1,5.7
11366,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,407.0,Southwest Queens,Annual Average 2014,2013,12,1,8.4
8557,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,210.0,Coney Island - Sheepshead Bay,Winter 2019-20,2019,12,1,7.0
15321,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,504.0,South Beach - Tottenville,Annual Average 2010,2009,12,1,13.1
9379,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,404406.0,Bayside Little Neck-Fresh Meadows,Summer 2022,2022,6,1,6.3
2380,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,109.0,Morningside Heights and Hamilton Heights (CD9),Winter 2018-19,2018,12,1,7.5
7054,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,301.0,Washington Heights,Summer 2009,2009,6,1,10.8
15602,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,203.0,Bedford Stuyvesant - Crown Heights,Summer 2009,2009,6,1,10.9
8512,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,204.0,East New York,2015-2017,2015,1,1,34.4
5813,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,314.0,Flatbush and Midwood (CD14),Summer 2018,2018,6,1,8.2
7943,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,413.0,Queens Village (CD13),Winter 2016-17,2016,12,1,7.7
1951,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,211.0,Williamsburg - Bushwick,Summer 2016,2016,6,1,9.0
1017,375,Nitrogen dioxide (NO2),Mean,ppb,CD,414.0,Rockaway and Broad Channel (CD14),Annual Average 2015,2015,1,1,13.4
888,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,303.0,East Harlem,2015-2017,2015,1,1,215.5
14422,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,309310.0,Union Square-Lower Manhattan,Annual Average 2014,2013,12,1,10.8
2035,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412.0,Jamaica and Hollis (CD12),Summer 2022,2022,6,1,6.3
13866,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,108.0,Upper East Side (CD8),2005,2005,1,1,9.1
8424,651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,305.0,Upper East Side,2015-2017,2015,1,1,11.0
12387,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,408.0,Jamaica,2012-2014,2012,1,2,5.4
17920,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,102.0,Northeast Bronx,Summer 2022,2022,6,1,11.6
4439,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,208.0,Canarsie - Flatlands,Summer 2021,2021,6,1,8.0
9444,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",Borough,1.0,Bronx,2015-2017,2015,1,1,4.6
3593,375,Nitrogen dioxide (NO2),Mean,ppb,CD,105.0,Midtown (CD5),Winter 2019-20,2019,12,1,36.2
14705,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,405.0,Ridgewood - Forest Hills,Annual Average 2015,2015,1,1,8.5
17741,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,201.0,Greenpoint,Winter 2017-18,2017,12,1,10.1
3553,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,210.0,Coney Island - Sheepshead Bay,2017-2019,2017,1,1,10.0
206,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,108.0,Upper East Side (CD8),Annual Average 2021,2021,1,1,7.0
16812,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,309310.0,Union Square-Lower Manhattan,Annual Average 2017,2017,1,1,24.7
3811,386,Ozone (O3),Mean,ppb,UHF42,104.0,Pelham - Throgs Neck,Summer 2020,2020,6,1,32.1
13828,386,Ozone (O3),Mean,ppb,CD,301.0,Greenpoint and Williamsburg (CD1),Summer 2010,2010,6,1,32.5
15024,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,404.0,Bayside - Little Neck,Winter 2016-17,2016,12,1,7.9
120,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201.0,Greenpoint,Annual Average 2013,2012,12,1,22.9
14237,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,402.0,West Queens,Winter 2018-19,2018,12,1,24.4
16791,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,106.0,High Bridge - Morrisania,2009-2011,2009,1,1,2.8
1942,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,302.0,Fort Greene and Brooklyn Heights (CD2),Annual Average 2010,2009,12,1,10.5
8107,375,Nitrogen dioxide (NO2),Mean,ppb,CD,104.0,Clinton and Chelsea (CD4),Summer 2009,2009,6,1,33.0
17695,375,Nitrogen dioxide (NO2),Mean,ppb,CD,503.0,Tottenville and Great Kills (CD3),Winter 2014-15,2014,12,1,18.2
8120,375,Nitrogen dioxide (NO2),Mean,ppb,CD,206.0,Belmont and East Tremont (CD6),Summer 2017,2017,6,1,16.6
713,375,Nitrogen dioxide (NO2),Mean,ppb,CD,303.0,Bedford Stuyvesant (CD3),Winter 2017-18,2017,12,1,26.7
5380,386,Ozone (O3),Mean,ppb,CD,413.0,Queens Village (CD13),Summer 2019,2019,6,1,33.6
8975,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,403.0,Flushing - Clearview,2009-2011,2009,1,1,2.6
2130,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,308.0,Crown Heights and Prospect Heights (CD8),Winter 2008-09,2008,12,1,13.7
4968,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,307.0,Gramercy Park - Murray Hill,2012-2014,2012,1,2,57.6
10455,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,504.0,South Beach - Tottenville,2017-2019,2017,1,1,7.0
8547,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,402.0,West Queens,Winter 2012-13,2012,12,1,10.8
15370,386,Ozone (O3),Mean,ppb,UHF42,207.0,East Flatbush - Flatbush,Summer 2009,2009,6,1,25.5
15002,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,502.0,Stapleton - St. George,2012-2014,2012,1,2,8.6
2293,375,Nitrogen dioxide (NO2),Mean,ppb,CD,107.0,Upper West Side (CD7),Summer 2017,2017,6,1,20.0
11256,375,Nitrogen dioxide (NO2),Mean,ppb,CD,212.0,Williamsbridge and Baychester (CD12),Summer 2015,2015,6,1,15.3
5161,386,Ozone (O3),Mean,ppb,CD,210.0,Throgs Neck and Co-op City (CD10),Summer 2013,2013,6,1,32.6
15052,646,Outdoor Air Toxics - Benzene,Annual average concentration,Âµg/m3,UHF42,207.0,East Flatbush - Flatbush,2011,2011,1,1,1.4
12993,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,204.0,East New York,Annual Average 2011,2010,12,1,22.9
11280,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,106.0,Stuyvesant Town and Turtle Bay (CD6),2010,2010,1,1,4.3
125,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,210.0,Throgs Neck and Co-op City (CD10),Winter 2010-11,2010,12,1,13.1
11274,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,112.0,Washington Heights and Inwood (CD12),2019,2019,1,1,8.5
13071,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,502.0,South Beach and Willowbrook (CD2),Annual Average 2011,2010,12,1,9.5
6323,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,317.0,East Flatbush (CD17),Annual Average 2012,2011,12,1,9.1
13548,375,Nitrogen dioxide (NO2),Mean,ppb,CD,104.0,Clinton and Chelsea (CD4),Summer 2010,2010,6,1,31.3
11447,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,306.0,Park Slope and Carroll Gardens (CD6),Annual Average 2021,2021,1,1,7.1
6669,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,108.0,Upper East Side (CD8),Summer 2010,2010,6,1,13.7
9272,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,502.0,Stapleton - St. George,Winter 2012-13,2012,12,1,9.6
6199,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,304.0,Upper West Side,Annual Average 2009,2008,12,1,12.2
14694,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,308.0,Crown Heights and Prospect Heights (CD8),Annual Average 2022,2022,1,1,6.1
12049,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,207.0,East Flatbush - Flatbush,2017-2019,2017,1,1,5.0
10864,651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,202.0,Downtown - Heights - Slope,2005-2007,2005,1,1,28.6
11876,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,502.0,South Beach and Willowbrook (CD2),2019,2019,1,1,1.8
8963,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,503504.0,Southern SI,Summer 2012,2012,6,1,9.9
10804,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,503504.0,Southern SI,Winter 2014-15,2014,12,1,18.9
13497,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,104.0,Pelham - Throgs Neck,Annual Average 2020,2020,1,1,16.2
12469,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,401.0,Long Island City - Astoria,Summer 2019,2019,6,1,9.3
17899,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,202.0,Downtown - Heights - Slope,Winter 2017-18,2017,12,1,9.4
6910,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,202.0,Downtown - Heights - Slope,Summer 2018,2018,6,1,16.4
9251,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,502.0,Stapleton - St. George,Summer 2014,2014,6,1,7.9
13309,386,Ozone (O3),Mean,ppb,CD,107.0,Upper West Side (CD7),2-Year Summer Average 2009-2010,2009,6,1,24.4
1479,375,Nitrogen dioxide (NO2),Mean,ppb,CD,414.0,Rockaway and Broad Channel (CD14),Winter 2008-09,2008,12,1,20.9
161,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,414.0,Rockaway and Broad Channel (CD14),Summer 2009,2009,6,1,9.6
3091,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,211.0,Williamsburg - Bushwick,Summer 2013,2013,6,1,10.9
8640,375,Nitrogen dioxide (NO2),Mean,ppb,CD,104.0,Clinton and Chelsea (CD4),Summer 2012,2012,6,1,28.9
14194,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,409.0,Southeast Queens,Annual Average 2009,2008,12,1,9.4
13238,386,Ozone (O3),Mean,ppb,CD,301.0,Greenpoint and Williamsburg (CD1),Summer 2020,2020,6,1,29.6
15567,646,Outdoor Air Toxics - Benzene,Annual average concentration,Âµg/m3,CD,411.0,Bayside and Little Neck (CD11),2011,2011,1,1,1.2
12906,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,306308.0,Chelsea-Village,Annual Average 2017,2017,1,1,27.5
3725,386,Ozone (O3),Mean,ppb,CD,317.0,East Flatbush (CD17),Summer 2016,2016,6,1,33.9
1735,375,Nitrogen dioxide (NO2),Mean,ppb,CD,307.0,Sunset Park (CD7),Summer 2013,2013,6,1,17.0
13652,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,406.0,Rego Park and Forest Hills (CD6),Summer 2016,2016,6,1,8.1
3793,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,301.0,Washington Heights,Summer 2018,2018,6,1,15.0
15402,375,Nitrogen dioxide (NO2),Mean,ppb,CD,315.0,Sheepshead Bay (CD15),Winter 2014-15,2014,12,1,24.3
10989,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,102.0,Northeast Bronx,Summer 2022,2022,6,1,7.1
8452,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412.0,Jamaica and Hollis (CD12),Summer 2021,2021,6,1,7.9
10660,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,105.0,Crotona -Tremont,2017-2019,2017,1,1,7.0
7037,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,209.0,Bensonhurst - Bay Ridge,Annual Average 2015,2015,1,1,18.6
17295,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,103.0,Fordham - Bronx Pk,Annual Average 2022,2022,1,1,15.3
6775,375,Nitrogen dioxide (NO2),Mean,ppb,CD,103.0,Lower East Side and Chinatown (CD3),Annual Average 2009,2008,12,1,31.8
11345,639,Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",UHF42,402.0,West Queens,2017-2019,2017,1,1,24.0
6002,386,Ozone (O3),Mean,ppb,CD,315.0,Sheepshead Bay (CD15),Summer 2017,2017,6,1,31.7
2551,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,301.0,Washington Heights,Annual Average 2015,2015,1,1,9.4
10713,375,Nitrogen dioxide (NO2),Mean,ppb,CD,111.0,East Harlem (CD11),Winter 2011-12,2011,12,1,27.7
649,375,Nitrogen dioxide (NO2),Mean,ppb,CD,209.0,Parkchester and Soundview (CD9),Winter 2018-19,2018,12,1,21.5
2455,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,211.0,Morris Park and Bronxdale (CD11),Winter 2018-19,2018,12,1,7.2
7591,375,Nitrogen dioxide (NO2),Mean,ppb,CD,305.0,East New York and Starrett City (CD5),Annual Average 2016,2015,12,31,17.8
174,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,2.0,Brooklyn,Annual Average 2017,2017,1,1,18.5
5778,386,Ozone (O3),Mean,ppb,CD,407.0,Flushing and Whitestone (CD7),Summer 2013,2013,6,1,31.5
9905,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,314.0,Flatbush and Midwood (CD14),Summer 2017,2017,6,1,8.8
6793,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,206.0,Borough Park,Winter 2009-10,2009,12,1,10.1
3510,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,103.0,Fordham - Bronx Pk,2012-2014,2012,1,2,77.6
17696,375,Nitrogen dioxide (NO2),Mean,ppb,CD,403.0,Jackson Heights (CD3),Annual Average 2017,2017,1,1,20.5
2773,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,104.0,Pelham - Throgs Neck,Summer 2010,2010,6,1,11.9
12027,375,Nitrogen dioxide (NO2),Mean,ppb,CD,408.0,Hillcrest and Fresh Meadows (CD8),Annual Average 2013,2012,12,1,18.7
8464,386,Ozone (O3),Mean,ppb,UHF34,103.0,Fordham - Bronx Pk,Summer 2009,2009,6,1,24.5
9600,386,Ozone (O3),Mean,ppb,UHF34,207.0,East Flatbush - Flatbush,Summer 2021,2021,6,1,30.9
5012,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,209.0,Bensonhurst - Bay Ridge,2009-2011,2009,1,1,10.4
12260,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,205.0,Sunset Park,Summer 2015,2015,6,1,15.0
13550,375,Nitrogen dioxide (NO2),Mean,ppb,CD,106.0,Stuyvesant Town and Turtle Bay (CD6),Summer 2016,2016,6,1,24.9
679,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,107.0,Hunts Point - Mott Haven,2015-2017,2015,1,1,104.6
12087,375,Nitrogen dioxide (NO2),Mean,ppb,CD,204.0,Highbridge and Concourse (CD4),Annual Average 2014,2013,12,1,22.7
4447,386,Ozone (O3),Mean,ppb,UHF42,304.0,Upper West Side,Summer 2015,2015,6,1,28.1
12895,639,Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",UHF42,408.0,Jamaica,2005-2007,2005,1,1,58.2
17180,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,306308.0,Chelsea-Village,Winter 2013-14,2013,12,1,35.9
10980,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,407.0,Southwest Queens,Summer 2019,2019,6,1,11.7
13612,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,401.0,Long Island City and Astoria (CD1),Winter 2014-15,2014,12,1,9.7
6587,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,202.0,Downtown - Heights - Slope,Winter 2014-15,2014,12,1,27.0
6036,386,Ozone (O3),Mean,ppb,CD,209.0,Parkchester and Soundview (CD9),Summer 2018,2018,6,1,31.1
5757,386,Ozone (O3),Mean,ppb,CD,414.0,Rockaway and Broad Channel (CD14),Summer 2012,2012,6,1,40.4
6896,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,4.0,Queens,Annual Average 2009,2008,12,1,22.2
5031,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,308.0,Crown Heights and Prospect Heights (CD8),Annual Average 2015,2015,1,1,8.9
9847,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,201.0,Greenpoint,2015-2017,2015,1,1,1.0
7815,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,407.0,Southwest Queens,Summer 2014,2014,6,1,8.1
7776,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,502.0,Stapleton - St. George,Winter 2011-12,2011,12,1,8.0
14267,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,207.0,East Flatbush - Flatbush,Summer 2011,2011,6,1,18.8
16272,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,102.0,Northeast Bronx,Winter 2013-14,2013,12,1,12.2
1944,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,302.0,Fort Greene and Brooklyn Heights (CD2),Summer 2019,2019,6,1,8.6
8073,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,409.0,Southeast Queens,2017-2019,2017,1,1,13.0
4029,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,304.0,Upper West Side,Winter 2009-10,2009,12,1,11.3
7773,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,111.0,East Harlem (CD11),Winter 2011-12,2011,12,1,10.6
15315,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,404406.0,Bayside Little Neck-Fresh Meadows,Summer 2014,2014,6,1,8.0
5194,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,UHF42,401.0,Long Island City - Astoria,2011,2011,1,1,2.3
17683,646,Outdoor Air Toxics - Benzene,Annual average concentration,Âµg/m3,UHF42,107.0,Hunts Point - Mott Haven,2011,2011,1,1,1.4
4782,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,101.0,Financial District (CD1),Annual Average 2012,2011,12,1,11.3
2556,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,210.0,Throgs Neck and Co-op City (CD10),Winter 2008-09,2008,12,1,13.0
6430,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,105.0,Crotona -Tremont,Summer 2011,2011,6,1,12.1
12258,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,110.0,Central Harlem (CD10),Summer 2010,2010,6,1,12.4
9550,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,405.0,Ridgewood - Forest Hills,2017-2019,2017,1,1,35.0
1192,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,305.0,East New York and Starrett City (CD5),Summer 2022,2022,6,1,6.3
2810,386,Ozone (O3),Mean,ppb,CD,212.0,Williamsbridge and Baychester (CD12),Summer 2021,2021,6,1,30.3
11279,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,403.0,Flushing - Clearview,2019,2019,1,1,3.4
7833,375,Nitrogen dioxide (NO2),Mean,ppb,CD,404.0,Elmhurst and Corona (CD4),Summer 2014,2014,6,1,17.6
5377,386,Ozone (O3),Mean,ppb,CD,315.0,Sheepshead Bay (CD15),Summer 2018,2018,6,1,32.4
6080,375,Nitrogen dioxide (NO2),Mean,ppb,CD,317.0,East Flatbush (CD17),Summer 2017,2017,6,1,13.8
10265,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,106.0,Stuyvesant Town and Turtle Bay (CD6),Annual Average 2019,2019,1,1,9.4
15748,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,405.0,Ridgewood - Forest Hills,Annual Average 2011,2010,12,1,23.3
8129,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,401.0,Long Island City - Astoria,2017-2019,2017,1,1,4.0
9653,375,Nitrogen dioxide (NO2),Mean,ppb,CD,414.0,Rockaway and Broad Channel (CD14),Winter 2018-19,2018,12,1,13.9
16715,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,1.0,Bronx,Winter 2013-14,2013,12,1,12.5
5571,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,309.0,Union Square - Lower East Side,Winter 2016-17,2016,12,1,29.0
8782,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,303.0,East Harlem,2015,2015,1,1,0.7
17076,375,Nitrogen dioxide (NO2),Mean,ppb,CD,111.0,East Harlem (CD11),Winter 2013-14,2013,12,1,30.1
2309,375,Nitrogen dioxide (NO2),Mean,ppb,CD,501.0,St. George and Stapleton (CD1),Summer 2014,2014,6,1,12.5
15807,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,502.0,South Beach and Willowbrook (CD2),Annual Average 2022,2022,1,1,5.2
14922,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,407.0,Flushing and Whitestone (CD7),Annual Average 2019,2019,1,1,6.7
